 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Comercial | 194439.6224032481 | 196240.18775236869 | 198040.7531014893 | 199841.31845060983 | 201641.88379973045 | 203421.0138470758 | 204985.79087666867 | 206550.56790626157 | 208115.34493585443 | 209680.12196544738 | 211223.46369326502 | 212466.71119622918 | 213709.95869919343 | 214953.20620215763 | 216196.45370512185 | 217482.57181163656 | 218382.85448619688 | 219283.13716075712 | 220183.41983531744 | 221083.70250987774 | 221941.11458088752 | 222841.39725544784 | 223741.6799300081 | 224641.96260456843 | 225542.2452791287 | 226442.52795368896 | 227342.81062824928 | 228243.0933028096 | 229143.3759773699 | 230043.6586519302
 | Industrial | 10387.810027615935 | 10484.004057195887 | 10580.198086775838 | 10676.39211635579 | 10772.58614593574 | 10867.635008496884 | 10951.232200869936 | 11034.82939324299 | 11118.426585616042 | 11202.023777989096 | 11284.475803343337 | 11350.895490434257 | 11417.315177525175 | 11483.734864616094 | 11550.154551707014 | 11618.86457283555 | 11666.961587625527 | 11715.058602415502 | 11763.155617205475 | 11811.252631995452 | 11857.05931274781 | 11905.156327537785 | 11953.253342327762 | 12001.350357117739 | 12049.447371907714 | 12097.544386697688 | 12145.641401487665 | 12193.73841627764 | 12241.835431067617 | 12289.932445857592
 | Pública | 94696.5272448504 | 95573.44360341808 | 96450.35996198577 | 97327.27632055343 | 98204.1926791211 | 99070.66955722966 | 99832.7516307468 | 100594.83370426396 | 101356.91577778109 | 102118.99785129828 | 102870.64044435628 | 103476.13031098634 | 104081.62017761641 | 104687.11004424647 | 105292.59991087652 | 105918.96873842487 | 106357.42691770873 | 106795.88509699257 | 107234.3432762764 | 107672.80145556026 | 108090.3806739258 | 108528.83885320964 | 108967.29703249347 | 109405.75521177732 | 109844.21339106117 | 110282.671570345 | 110721.12974962885 | 111159.5879289127 | 111598.04610819653 | 112036.50428748038
 | Lagoa Formosa | 4118535.0849261563 | 4136203.172249197 | 4153871.259572237 | 4171539.3468952775 | 4189207.434218319 | 4206667.6616905 | 4216852.794382606 | 4227037.92707471 | 4237223.059766816 | 4247408.192458922 | 4258009.044852746 | 4261958.382019073 | 4265907.7191854 | 4269857.056351726 | 4273806.393518054 | 4278171.450386099 | 4275677.132175786 | 4273182.813965476 | 4270688.495755163 | 4268194.177544853 | 4265699.859334541 | 4263205.541124228 | 4260711.222913917 | 4258216.904703606 | 4255722.586493295 | 4253228.2682829825 | 4250733.95007267 | 4248239.63186236 | 4245745.313652048 | 4243250.995441736
 | Social | 551028.4882041909 | 553392.3431298676 | 555756.198055544 | 558120.0529812208 | 560483.9079068975 | 562819.9527746248 | 564182.6456141326 | 565545.3384536402 | 566908.031293148 | 568270.7241326555 | 569689.0370880616 | 570217.4281890952 | 570745.8192901288 | 571274.2103911623 | 571802.601492196 | 572386.6127091278 | 572052.8920137382 | 571719.1713183486 | 571385.450622959 | 571051.7299275694 | 570718.0092321796 | 570384.2885367901 | 570050.5678414004 | 569716.8471460107 | 569383.1264506212 | 569049.4057552315 | 568715.6850598418 | 568381.9643644523 | 568048.2436690625 | 567714.5229736728
 | Residencial (Fixa) | 96185.12150992756 | 96597.745681137 | 97010.36985234644 | 97422.99402355589 | 97835.61819476534 | 98243.38796396056 | 98481.25366265775 | 98719.11936135495 | 98956.98506005215 | 99194.85075874937 | 99442.42526147501 | 99534.65889974537 | 99626.89253801572 | 99719.12617628607 | 99811.3598145564 | 99913.30225685521 | 99855.04943268446 | 99796.79660851372 | 99738.54378434298 | 99680.29096017225 | 99622.0381360015 | 99563.78531183074 | 99505.53248765999 | 99447.27966348926 | 99389.02683931851 | 99330.77401514778 | 99272.52119097703 | 99214.26836680628 | 99156.01554263552 | 99097.76271846479
 | Residencial (0 a 5 m³) | 420440.7024502403 | 422244.34935183875 | 424047.99625343713 | 425851.6431550355 | 427655.29005663394 | 429437.7175829194 | 430477.46697325254 | 431517.2163635858 | 432556.9657539189 | 433596.7151442522 | 434678.9032852112 | 435082.0714161567 | 435485.2395471022 | 435888.4076780478 | 436291.5758089933 | 436737.1826905646 | 436482.55018680956 | 436227.91768305446 | 435973.28517929936 | 435718.6526755444 | 435464.02017178934 | 435209.3876680343 | 434954.7551642792 | 434700.1226605241 | 434445.490156769 | 434190.85765301395 | 433936.225149259 | 433681.5926455038 | 433426.9601417487 | 433172.3276379937
 | Residencial (> 5m³ a 10m³) | 483464.76982531353 | 485538.7834235346 | 487612.7970217556 | 489686.8106199766 | 491760.82421819767 | 493810.4376564396 | 495006.0454954141 | 496201.65333438857 | 497397.26117336313 | 498592.8690123376 | 499837.2771712701 | 500300.8802108725 | 500764.48325047485 | 501228.0862900772 | 501691.68932967953 | 502204.09268924006 | 501911.2907694911 | 501618.48884974234 | 501325.6869299935 | 501032.88501024473 | 500740.0830904958 | 500447.281170747 | 500154.47925099806 | 499861.6773312493 | 499568.87541150034 | 499276.07349175157 | 498983.2715720026 | 498690.46965225384 | 498397.66773250495 | 498104.86581275624
 | Residencial (> 10m³ a 15m³) | 518418.14234046923 | 520642.1022727869 | 522866.0622051044 | 525090.022137422 | 527313.9820697396 | 529511.7777675592 | 530793.8252579541 | 532075.8727483489 | 533357.9202387437 | 534639.9677291384 | 535974.3436885291 | 536471.4641439882 | 536968.5845994474 | 537465.7050549067 | 537962.825510366 | 538512.2744348209 | 538198.3036208466 | 537884.3328068724 | 537570.3619928982 | 537256.3911789239 | 536942.4203649496 | 536628.4495509755 | 536314.4787370012 | 536000.5079230269 | 535686.5371090528 | 535372.5662950784 | 535058.5954811042 | 534744.6246671301 | 534430.6538531557 | 534116.6830391814
 | Residencial (> 15m³ a 20m³) | 372230.9516939002 | 373827.7837769719 | 375424.61586004356 | 377021.44794311514 | 378618.2800261869 | 380196.32584945764 | 381116.85257969896 | 382037.3793099402 | 382957.9060401816 | 383878.4327704228 | 384836.5320202658 | 385193.4709564818 | 385550.4098926979 | 385907.3488289139 | 386264.2877651299 | 386658.7992209476 | 386433.36410333746 | 386207.92898572737 | 385982.4938681172 | 385757.05875050713 | 385531.62363289704 | 385306.188515287 | 385080.7533976768 | 384855.31828006665 | 384629.8831624566 | 384404.4480448465 | 384179.01292723627 | 383953.57780962624 | 383728.1426920161 | 383502.707574406
 | Residencial (> 20m³ a 40m³) | 338936.87642111187 | 340390.8803827448 | 341844.8843443777 | 343298.88830601063 | 344752.8922676436 | 346189.7903003161 | 347027.9808193751 | 347866.171338434 | 348704.361857493 | 349542.55237655196 | 350414.9547535317 | 350739.96740377904 | 351064.9800540264 | 351389.9927042738 | 351715.0053545212 | 352074.2298626893 | 351868.9587151646 | 351663.68756764 | 351458.41642011533 | 351253.1452725907 | 351047.87412506604 | 350842.60297754145 | 350637.3318300168 | 350432.0606824921 | 350226.7895349675 | 350021.51838744286 | 349816.24723991816 | 349610.97609239357 | 349405.70494486886 | 349200.4337973442
 | Residencial (>40m³) | 81599.82902063901 | 81949.88380345693 | 82299.93858627486 | 82649.99336909279 | 83000.04815191073 | 83345.98464316607 | 83547.7809297317 | 83749.57721629732 | 83951.37350286295 | 84153.16978942856 | 84363.20265911933 | 84441.45019880804 | 84519.69773849675 | 84597.94527818545 | 84676.19281787418 | 84762.67694068802 | 84713.25744193725 | 84663.83794318649 | 84614.41844443572 | 84564.99894568496 | 84515.57944693419 | 84466.15994818343 | 84416.74044943266 | 84367.3209506819 | 84317.90145193113 | 84268.48195318037 | 84219.06245442959 | 84169.64295567884 | 84120.22345692806 | 84070.80395817729
 | Comercial | 178820.25198537656 | 179587.372275008 | 180354.49256463943 | 181121.61285427082 | 181888.73314390224 | 182646.82848894977 | 183089.0507735608 | 183531.27305817188 | 183973.4953427829 | 184415.71762739398 | 184875.98980117284 | 185047.46374826695 | 185218.93769536103 | 185390.4116424551 | 185561.8855895492 | 185751.40942581106 | 185643.11009080426 | 185534.8107557975 | 185426.5114207907 | 185318.21208578395 | 185209.91275077715 | 185101.61341577035 | 184993.31408076358 | 184885.01474575678 | 184776.71541074998 | 184668.41607574315 | 184560.11674073638 | 184451.81740572958 | 184343.51807072278 | 184235.218735716
 | Industrial | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Pública | 1077409.951474987 | 1082031.9281518506 | 1086653.904828714 | 1091275.8815055776 | 1095897.8581824412 | 1100465.4586631062 | 1103129.8922768275 | 1105794.3258905488 | 1108458.75950427 | 1111123.1931179916 | 1113896.3791241096 | 1114929.5268518792 | 1115962.6745796485 | 1116995.822307418 | 1118028.9700351877 | 1119170.870155354 | 1118518.355800973 | 1117865.8414465925 | 1117213.3270922117 | 1116560.8127378311 | 1115908.2983834504 | 1115255.7840290696 | 1114603.2696746888 | 1113950.755320308 | 1113298.2409659275 | 1112645.7266115465 | 1111993.2122571657 | 1111340.6979027851 | 1110688.1835484044 | 1110035.6691940236
 | Patos de Minas | 35685621.44280961 | 35877437.34839633 | 36069253.253983036 | 36261069.159569755 | 36452885.06515646 | 36644494.04959369 | 36836723.797479406 | 37028953.5453651 | 37221183.29325082 | 37413413.041136526 | 37605228.946723245 | 37734554.665160894 | 37863880.383598536 | 37993206.10203618 | 38122531.82047381 | 38251650.61776197 | 38329659.89112354 | 38407669.16448514 | 38485678.43784672 | 38563687.711208306 | 38641490.0634204 | 38719499.33678198 | 38797508.61014358 | 38875517.88350516 | 38953527.15686675 | 39031536.43022833 | 39109545.703589916 | 39187554.976951495 | 39265564.25031309 | 39343573.52367467
 | Social | 2404402.9035981065 | 2417326.9526044587 | 2430251.0016108104 | 2443175.0506171626 | 2456099.0996235143 | 2469009.2068294277 | 2481961.1394366566 | 2494913.072043885 | 2507865.0046511134 | 2520816.937258342 | 2533740.986264694 | 2542454.6115386635 | 2551168.2368126335 | 2559881.862086603 | 2568595.4873605724 | 2577295.170834104 | 2582551.2295993627 | 2587807.2883646213 | 2593063.34712988 | 2598319.405895138 | 2603561.5228599585 | 2608817.5816252166 | 2614073.6403904757 | 2619329.699155734 | 2624585.7579209926 | 2629841.8166862517 | 2635097.87545151 | 2640353.934216768 | 2645609.992982027 | 2650866.0517472853
 | Residencial (Fixa) | 781408.9353283402 | 785609.132957062 | 789809.3305857837 | 794009.5282145055 | 798209.7258432274 | 802405.392514421 | 806614.6520581994 | 810823.9116019778 | 815033.1711457563 | 819242.4306895348 | 823442.6283182566 | 826274.476773436 | 829106.325228615 | 831938.1736837942 | 834770.0221389736 | 837597.3396366246 | 839305.5106247886 | 841013.6816129527 | 842721.8526011169 | 844430.0235892808 | 846133.6636199168 | 847841.8346080808 | 849550.005596245 | 851258.1765844092 | 852966.3475725733 | 854674.5185607376 | 856382.6895489015 | 858090.8605370657 | 859799.0315252298 | 861507.2025133938
 | Residencial (0 a 5 m³) | 5174538.436464876 | 5202352.405678623 | 5230166.374892372 | 5257980.344106119 | 5285794.313319867 | 5313578.278251831 | 5341452.256029148 | 5369326.233806462 | 5397200.211583778 | 5425074.189361094 | 5452888.158574841 | 5471640.834689829 | 5490393.510804813 | 5509146.186919801 | 5527898.863034786 | 5546621.534867989 | 5557933.149100549 | 5569244.763333109 | 5580556.377565668 | 5591867.991798228 | 5603149.601749004 | 5614461.215981564 | 5625772.830214124 | 5637084.444446683 | 5648396.058679243 | 5659707.672911803 | 5671019.287144363 | 5682330.901376922 | 5693642.515609483 | 5704954.129842042
 | Residencial (> 5m³ a 10m³) | 7124278.963579315 | 7162573.099026596 | 7200867.234473875 | 7239161.369921157 | 7277455.505368438 | 7315708.331068741 | 7354085.086009976 | 7392461.84095121 | 7430838.595892444 | 7469215.350833677 | 7507509.486280957 | 7533328.078141315 | 7559146.67000167 | 7584965.261862026 | 7610783.853722383 | 7636561.135835763 | 7652134.9104459295 | 7667708.685056099 | 7683282.459666264 | 7698856.234276431 | 7714388.699139622 | 7729962.473749788 | 7745536.248359958 | 7761110.022970123 | 7776683.79758029 | 7792257.572190457 | 7807831.346800623 | 7823405.121410791 | 7838978.896020957 | 7854552.670631125
 | Residencial (> 10m³ a 15m³) | 5745047.287524672 | 5775927.832784648 | 5806808.378044623 | 5837688.923304599 | 5868569.468564575 | 5899416.701477991 | 5930363.871431085 | 5961311.041384177 | 5992258.211337269 | 6023205.381290362 | 6054085.926550338 | 6074906.143149567 | 6095726.359748796 | 6116546.576348023 | 6137366.792947251 | 6158153.697199921 | 6170712.451852576 | 6183271.206505232 | 6195829.961157884 | 6208388.715810539 | 6220914.158116635 | 6233472.912769289 | 6246031.667421944 | 6258590.422074599 | 6271149.176727254 | 6283707.931379908 | 6296266.6860325625 | 6308825.440685215 | 6321384.195337871 | 6333942.949990526
 | Residencial (> 15m³ a 20m³) | 3558629.3079312947 | 3577757.5079107243 | 3596885.7078901525 | 3616013.907869581 | 3635142.1078490107 | 3654249.673308505 | 3673419.1423278037 | 3692588.6113471016 | 3711758.080366399 | 3730927.549385697 | 3750055.7493651262 | 3762952.3243242884 | 3775848.89928345 | 3788745.474242612 | 3801642.0492017735 | 3814517.989641001 | 3822297.203656368 | 3830076.417671735 | 3837855.631687101 | 3845634.845702466 | 3853393.425197899 | 3861172.639213265 | 3868951.8532286324 | 3876731.0672439984 | 3884510.281259365 | 3892289.4952747314 | 3900068.7092900984 | 3907847.923305464 | 3915627.1373208305 | 3923406.3513361965
 | Residencial (> 20m³ a 40m³) | 3275292.483160347 | 3292897.7025265163 | 3310502.921892686 | 3328108.141258856 | 3345713.3606250263 | 3363299.588384544 | 3380942.7909640176 | 3398585.9935434903 | 3416229.1961229634 | 3433872.3987024366 | 3451477.6180686066 | 3463347.372225949 | 3475217.126383291 | 3487086.8805406326 | 3498956.634697975 | 3510807.3972486653 | 3517967.232956374 | 3525127.0686640833 | 3532286.904371792 | 3539446.7400795 | 3546587.5841805576 | 3553747.419888266 | 3560907.2555959756 | 3568067.091303684 | 3575226.9270113925 | 3582386.7627191017 | 3589546.5984268105 | 3596706.4341345183 | 3603866.269842228 | 3611026.105549936
 | Residencial (>40m³) | 397548.1199242966 | 399685.0044608258 | 401821.8889973549 | 403958.7735338842 | 406095.65807041334 | 408230.23744563025 | 410371.73230478406 | 412513.2271639379 | 414654.7220230918 | 416796.2168822455 | 418933.10141877475 | 420373.8272389805 | 421814.55305918626 | 423255.2788793921 | 424696.0046995977 | 426134.4253584912 | 427003.47117323935 | 427872.5169879875 | 428741.5628027356 | 429610.6086174836 | 430477.34927091945 | 431346.3950856676 | 432215.4409004157 | 433084.48671516386 | 433953.5325299119 | 434822.5783446601 | 435691.6241594082 | 436560.66997415625 | 437429.7157889044 | 438298.7616036525
 | Comercial | 5106670.3983055465 | 5134119.565992136 | 5161568.733678725 | 5189017.901365315 | 5216467.069051905 | 5243886.6259858655 | 5271395.015177713 | 5298903.404369558 | 5326411.7935614055 | 5353920.182753252 | 5381369.350439841 | 5399876.070832633 | 5418382.791225426 | 5436889.511618218 | 5455396.232011011 | 5473873.341651175 | 5485036.595392107 | 5496199.84913304 | 5507363.102873972 | 5518526.356614903 | 5529659.999603208 | 5540823.253344139 | 5551986.507085073 | 5563149.760826005 | 5574313.014566937 | 5585476.26830787 | 5596639.522048802 | 5607802.775789734 | 5618966.029530667 | 5630129.283271599
 | Industrial | 771646.8913777035 | 775794.6164635619 | 779942.3415494203 | 784090.0666352786 | 788237.7917211371 | 792381.042454152 | 796537.7162456972 | 800694.3900372423 | 804851.0638287875 | 809007.7376203327 | 813155.4627061911 | 815951.9332333341 | 818748.4037604769 | 821544.8742876197 | 824341.3448147626 | 827133.3409890621 | 828820.1720110348 | 830507.0030330074 | 832193.8340549801 | 833880.6650769525 | 835563.0217460818 | 837249.8527680543 | 838936.683790027 | 840623.5148119996 | 842310.3458339721 | 843997.1768559449 | 845684.0078779174 | 847370.8388998898 | 849057.6699218625 | 850744.5009438351
 | Pública | 1346157.715615118 | 1353393.5279911775 | 1360629.3403672369 | 1367865.1527432962 | 1375100.9651193558 | 1382328.9718725719 | 1389580.3954943186 | 1396831.819116065 | 1404083.242737812 | 1411334.6663595585 | 1418570.4787356178 | 1423448.9930128967 | 1428327.5072901752 | 1433206.0215674536 | 1438084.5358447318 | 1442955.244499167 | 1445897.9643112211 | 1448840.6841232758 | 1451783.4039353302 | 1454726.1237473844 | 1457661.037936595 | 1460603.7577486495 | 1463546.477560704 | 1466489.1973727583 | 1469431.9171848127 | 1472374.6369968671 | 1475317.3568089216 | 1478260.0766209757 | 1481202.7964330304 | 1484145.5162450846
 | Presidente Olegário | 1175244.7825329273 | 1172108.6647059508 | 1168972.546878974 | 1165836.4290519971 | 1162700.3112250206 | 1159441.208385221 | 1153968.3753146147 | 1148495.5422440083 | 1143022.7091734018 | 1137549.8761027954 | 1132015.5505257773 | 1124513.4647435981 | 1117011.378961418 | 1109509.2931792387 | 1102007.2073970588 | 1094382.1366020567 | 1086265.125755764 | 1078148.1149094712 | 1070031.1040631784 | 1061914.0932168858 | 1053920.0673834158 | 1045803.0565371232 | 1037686.0456908304 | 1029569.0348445377 | 1021452.0239982451 | 1013335.0131519523 | 1005218.0023056595 | 997100.9914593667 | 988983.980613074 | 980866.9697667815
 | Social | 169404.79596881007 | 168952.74256809795 | 168500.6891673859 | 168048.63576667377 | 167596.58236596172 | 167126.801380908 | 166337.92387770454 | 165549.0463745011 | 164760.16887129765 | 163971.29136809427 | 163173.55007271995 | 162092.1674278793 | 161010.78478303863 | 159929.40213819797 | 158848.01949335728 | 157748.909264175 | 156578.88869762607 | 155408.86813107715 | 154238.84756452823 | 153068.82699797934 | 151916.53401577205 | 150746.5134492231 | 149576.49288267424 | 148406.4723161253 | 147236.45174957637 | 146066.43118302745 | 144896.41061647853 | 143726.3900499296 | 142556.3694833807 | 141386.3489168318
